UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID,year
UEI-IMD-FL-2014-0009,2014-09-22,2014-09-30,8,Flood (Brahmaputra and its tributories),,"Barpeta, Darrang, Dhemaji, Dhubri, Goalpara, Kamrup (Metro), Kokrajhar, Lakhimpur, Morigaon, Nagaon, Sonitpur and Udalguri.",ASSAM,,,,,45.0,,,,More than 45 people including 3 died in a landslide in Guwahati.,"i) Extensive damage to the crops about 1,60,128,34 ha. reported. ii) About 3,11,001 population affected. iii) More than 2,500 villages marooned.",IMD,,2014
UEI-IMD-FL-2014-0010,2014-08-14,2014-08-27,13,Flood (Gandaki and Kosi),,"Darbhanga, East Champaran, Madhubani, Muzaffarpur, Nalanda, Nawada, Saharsa, Supaul and West Champaran",BIHAR,,,,,19.0,,,,"19 persons died including 5 died in wall collapse, 4 swept away and other drowned.",i) Number of villages inundated. ii) About 4 lakh people badly affected. iii) Thousands of people shifted to the safer places. iv) Damage to many kachcha houses reported.,IMD,,2014
UEI-IMD-FL-2014-0011,2014-09-14,2014-09-20,6,Heavy rains,,"Banka, Begusarai, Bhagalpur, Gaya, Khagaria and Kishanganj",BIHAR,,,,,28.0,,,,28 persons died.,i) Damage to the crops reported. ii) Number of villages inundated. iii) Many people shifted to safer places. iv) Damage to many kachcha houses reported.,IMD,,2014
UEI-IMD-FL-2014-0012,2014-10-14,2014-10-14,0,Heavy rains,,"Madhubani, Muzaffarpur, Sheohar and Sitamarhi",BIHAR,,,,,1.0,,,,One person died.,Damage to several houses reported.,IMD,,2014
UEI-IMD-FL-2014-0013,2014-07-22,2014-07-23,1,Heavy rains,,Bilaspur and Durg,CHHATTISGARH,,,,,3.0,,,,3 persons died.,About 250 villages affected badly.,IMD,,2014
UEI-IMD-FL-2014-0014,2014-07-30,2014-07-30,0,Heavy rains,,Jagadalpur,CHHATTISGARH,,,,,,,,,,Normal life paralysed.,IMD,,2014
UEI-IMD-FL-2014-0015,2014-10-13,2014-10-15,2,Heavy rains,,"Bastar, Durg, Mahasamund, Mungeli, Jagadalpur, Raipur and Surguja",CHHATTISGARH,,,,,6.0,,,,6 persons died due to tree fell and house collapse incidents.,i) Damage to several houses reported. ii) Trees/electric poles uprooted. iii) Normal life paralysed.,IMD,,2014
UEI-IMD-FL-2014-0016,2014-07-15,2014-07-18,3,Heavy rains,,"Kangra, Kullu, Mandi and Sirmaur and Una (Himachal Pradesh)",HIMACHAL PRADESH,,,,,1.0,,,,One person died while other drowned in Sirmaur.,i) Damage to the crops reported. ii) Power generations shut down in Kullu. iii) Landslides reported at various places including Kumarhatti-Nahan NH.,IMD,,2014
UEI-IMD-FL-2014-0017,2014-07-23,2014-07-30,7,Heavy rains,,"Kangra, Kullu, Mandi and Shimla",HIMACHAL PRADESH,,,,,3.0,,,,3 persons died due to landslide in Kangra.,i) Landslides reported at many places. ii) Damage to the crops and apple orchards reported.,IMD,,2014
UEI-IMD-FL-2014-0018,2014-06-08,2014-08-08,61,Heavy rains,,Bilaspur and Mandi,HIMACHAL PRADESH,,,,,4.0,,,,4 persons washed away in their car while other died in Mandi.,"i) Damage to the crops reported. ii) Landslides reported. iii) NH-72 , Kangra ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“Chadigarh and Dharamsala ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Hosiarpur roads blocked due to landslide.",IMD,,2014
UEI-IMD-FL-2014-0019,2014-08-13,2014-08-15,2,Heavy rains,, Hamirur and Mandi,HIMACHAL PRADESH,,,,,11.0,,,,9 persons died in different incidents while 4 others washed away.,"i) Extensive damage to the maize and tomato crops reported. ii) Landslides reported at many places causing damages to the houses and blocking NH Shimla-Kangra, Chandigarh-Manali and Dharamshala-Hoshiarpur.",IMD,,2014
UEI-IMD-FL-2014-0020,2014-01-22,2014-01-22,0,Heavy rains,,Udhampur,JAMMU & KASHMIR,,,,,2.0,,,,2 persons buried alive in a house collapse in Kud area.,,IMD,,2014
UEI-IMD-FL-2014-0021,2014-07-24,2014-07-24,0,Heavy rains,,Jammu,JAMMU & KASHMIR,,,,,,,,,Many cattle heads washed away.,"i) Damage to the standing crops reported. ii) Many houses, shops and structures damaged.",IMD,,2014
UEI-IMD-FL-2014-0022,2014-07-31,2014-07-31,0,Heavy rains,,Pulwama,JAMMU & KASHMIR,,,,,,,,,,"A masjid, some houses and cow shed damaged in a village Gundbal.",IMD,,2014
UEI-IMD-FL-2014-0023,2014-02-09,2014-02-09,0,"Flood (Jehlum,Chenab, Tawi)",,"Most parts of Jammu & Kashmir (Worst affected districts Anantanag, Budgaum, Baramulla, Ganderbal, Kulgam, Poonch, Pulwama, Rajouri, Reasi and Srinagar.",JAMMU & KASHMIR,,,,,200.0,,,2500.0,"i) More than 200 people died including a bus carrying 63 passengers washed away in flash flood in Rajouri. ii) About 2,500 livestock perished.",i) Extensive damage to agricultural land and infrastructure reported. ii) River Jhelum had breached embankments in several parts. iii)About 2600 villages submerged. iv)Extensive damage to lakhs of houses reported. v) Massive landslides reported. vi)Thousands of Vaishnavdevi pilgrims stranded. vii)Many major and minor roads cut off and number of bridges washed away. viii)Thousands of people shifted to safer places. ix) More than 4 lakh people stranded for many days. x) NH Jammu- Srinagar closed due to massive landslides at various places.,IMD,,2014
UEI-IMD-FL-2014-0024,2014-09-11,2014-09-11,0,Heavy rains (Cloudburst),,Anantanag,JAMMU & KASHMIR,,,,,,,,,"14 persons injured in Patti Samdal village, Kokernag.",Damage to the property worth lakhs of rupees reported.,IMD,,2014
UEI-IMD-FL-2014-0025,2014-12-10,2014-10-14,Diffing the dates,Heavy rains,,Parts of Jharkhand,JHARKHAND,,,,,,,,,Several persons injured.,About 300 houses damaged. Many people shifted to safer places.,IMD,,2014
UEI-IMD-FL-2014-0026,2014-08-03,2014-10-03,61,Heavy rains,,Belguam and Bijapur,KARNATAKA,,,,,,,,,Belguam : One woman died when a tree fell on her and other due to wall collapse. Bijapur: One person and a child died in Sindagi Tehsil due to wall collapse.,,IMD,,2014
UEI-IMD-FL-2014-0027,2014-05-19,2014-05-20,1,Heavy rains,,Chamarajnagar and Shimoga,KARNATAKA,,,,,5.0,,,,5 persons including one woman died due to house collapse.,,IMD,,2014
UEI-IMD-FL-2014-0028,2014-02-06,2014-06-06,120,Heavy rains,,"Bellary, Gadag and Koppal",KARNATAKA,,,,,5.0,,,,One woman died due to house collapse in Sandur Tehsil. One boy died in Gadag city and 3 others died when a tree and electric pole fell on them in Ganavathy town resp.,,IMD,,2014
UEI-IMD-FL-2014-0029,2014-06-28,2014-06-29,1,Heavy rains,,Banglore & Gadag,KARNATAKA,,,,,2.0,,,,2 women died due to house collapse.,,IMD,,2014
UEI-IMD-FL-2014-0030,2014-04-07,2014-09-07,153,Heavy rains,,"Banglore Rural, Gadag, Haveri and Kolar",KARNATAKA,,,,,4.0,,,,4 persons died due to house collapse and other swept away.,,IMD,,2014
UEI-IMD-FL-2014-0031,2014-07-31,2014-07-31,0,Heavy rains,,Haveri and Uttara Kannada,KARNATAKA,,,,,2.0,,,,One man and a girl died in house collapse in Ranebennur town and other swept away in canal in Mundagod Tehsil resp.,,IMD,,2014
UEI-IMD-FL-2014-0032,2014-01-08,2014-08-08,212,Heavy rains,,"Chickmagalur, Dakshina Kannada, Dharwad, Raichur and Uttara Kannada.",KARNATAKA,,,,,8.0,,,,"One person swept away in Koppa Tehsil, 4 persons died due to wall collapse in Karkala & Hubli Tehsil, other swept away in Krishna river in Devadurga Tehsil and 2 persons swept away in Honavar and Joida Tehsil resp.",,IMD,,2014
UEI-IMD-FL-2014-0033,2014-08-23,2014-08-31,8,Heavy rains,,"Bidar, Bijapur, Chamarajanagar, Gadag, Gulbarga, Raichur, Tumkur and Yadgir.",KARNATAKA,,,,,15.0,,,,"2 persons died, 6 persons swept away, 7 others died due to house collapse.",,IMD,,2014
UEI-IMD-FL-2014-0034,2014-01-09,2014-01-09,0,Heavy rains,,Chitradurga,KARNATAKA,,,,,1.0,,,,One woman died due to house collapse.,"i) 12,310 houses damaged. ii) Crops in 0.228 m. ha. damaged.",IMD,,2014
UEI-IMD-FL-2014-0035,2014-02-09,2014-02-09,0,Heavy rains,,Gulbarga,KARNATAKA,,,,,1.0,,,,One man swept away in canal in Sedam Tehsil.,,IMD,,2014
UEI-IMD-FL-2014-0036,2014-09-24,2014-09-24,0,Heavy rains,,Bellary,KARNATAKA,,,,,1.0,,,,One man died due to house collapse in Kampli town.,,IMD,,2014
UEI-IMD-FL-2014-0037,2014-01-10,2014-01-10,0,Heavy rains,,Tumkur,KARNATAKA,,,,,1.0,,,,One man died due to house collapse.,,IMD,,2014
UEI-IMD-FL-2014-0038,2014-05-10,2014-09-10,123,Heavy rains,,"Bengalur Urban, Chikmagalur and Dharwad",KARNATAKA,,,,,4.0,,,,"One girl and 2 women swept away in a canal in Bilekalli and Yegati village, other died due to house collapse in Begaluru city while one person died when a sheet of the bus stand roof fell on him in Navalgund town resp.",,IMD,,2014
UEI-IMD-FL-2014-0039,2014-10-25,2014-10-25,0,Heavy rains,,Bellary,KARNATAKA,,,,,1.0,,,,One person swept away in a canal.,,IMD,,2014
UEI-IMD-FL-2014-0040,2014-10-28,2014-10-28,0,Heavy rains,,Bengaluru Urban,KARNATAKA,,,,,1.0,,,,One woman died due to house collapse.,,IMD,,2014
UEI-IMD-FL-2014-0041,2014-07-03,2014-09-03,62,Heavy rains,,Wayanad,KERALA,,,,,,,,,,i) One house damaged completely. ii) More than 100 banana plants uprooted in Athiyoor colony. iii)Several bamboo trees uprooted and fell across the National Highway leading to traffic disruption.,IMD,,2014
UEI-IMD-FL-2014-0042,2014-03-25,2014-03-25,0,Heavy rains,,Wayanad,KERALA,,,,,,,,,,"More than 1,000 banana and tapioca plantations uprooted causing damage worth rupees 4 lakhs reported.",IMD,,2014
UEI-IMD-FL-2014-0043,2014-10-04,2014-04-16,Diffing the dates,Heavy rains,,"Alappuzha, Kasaragod, Kozhikode, Thiruvananthapuram, Thrissur and Wayanad",KERALA,,,,,6.0,,,,6 persons died including 2 children.,"i) Thousands of banana, rubber and betel-leaves plantations and crops in Neyyattinkara & Katakkada Tehsils damaged. ii) Several electric and electronic equipments damaged. iii) Damage worth rupees lakhs reported. iv)Roofs of several houses blown away. v) 10 houses completely and 15 partially damaged. vi)Low lying areas inundated. vii)Several trees/electric poles uprooted causing disruption in vehicular traffic and power supply.",IMD,,2014
UEI-IMD-FL-2014-0044,2014-04-19,2014-04-30,11,Heavy rains,,Thiruvananthapuram and Wayanad,KERALA,,,,,,,,,,"i) About 10,000 banana plantations in more than 3 acres of land damaged. Jackfruit and mango trees uprooted. ii) Acres of banana, tapioca and coconut plantations damaged. iii)About 100 houses completely and 400 partially damaged. iv)About 160 electric poles and more than 50 trees uprooted causing disruption traffic and power supply.",IMD,,2014
UEI-IMD-FL-2014-0045,2014-07-15,2014-07-16,1,Heavy rains,,Burhanpur and Vidisha,MADHYA PRADESH,,,,,7.0,9.0,,,7 boys died due to wall collapse in Daulatpur area and 9 others injured while other died in Vidisha.,,IMD,,2014
UEI-IMD-FL-2014-0046,2014-07-20,2014-07-25,5,Heavy rains,,"Betul, Harda, Hoshangabad, Indore, Khargone and Raisen",MADHYA PRADESH,,,,,16.0,,,,16 persons died.,Damage to the standing crops reported. More than 1200 villages affected.,IMD,,2014
UEI-IMD-FL-2014-0047,2014-03-03,2014-04-03,31,Heavy rains,,Washim,MAHARASHTRA,,,,,,,,,,Extensive damage to the gram crops reported.,IMD,,2014
UEI-IMD-FL-2014-0048,2014-09-03,2014-09-03,0,Heavy rains,,Sangli,MAHARASHTRA,,,,,1.0,,,,One woman died due to wall collapse.,,IMD,,2014
UEI-IMD-FL-2014-0049,2014-04-19,2014-04-19,0,Heavy rains,,"Buldhana, Pune and Washim",MAHARASHTRA,,,,,,,,10000.0,"About 10,000 poultry birds in Pune perished.","Damage to the corn, peanut and awla crops reported.",IMD,,2014
UEI-IMD-FL-2014-0050,2014-10-06,2014-10-06,0,Heavy rains,,Ahmednagar,MAHARASHTRA,,,,,2.0,,,,2 persons died due to wall collapse.,,IMD,,2014
UEI-IMD-FL-2014-0051,2014-07-13,2014-07-13,0,Heavy rains,,Mumbai,MAHARASHTRA,,,,,4.0,,,,"One person died due to roof fell in Colaba, 3 others due to wall collapse in Shiwadi and Malad.",,IMD,,2014
UEI-IMD-FL-2014-0052,2014-07-23,2014-07-28,5,Heavy rains,,Nagpur (Maharashtra),MAHARASHTRA,,,,,1.0,,,,One student drowned.,i) Many areas flooded. ii) An electric substation damaged.,IMD,,2014
UEI-IMD-FL-2014-0053,2014-07-31,2014-07-31,0,Heavy rains,,Mumbai,MAHARASHTRA,,,,,1.0,,,,One died due to landslide in Chembur.,,IMD,,2014
UEI-IMD-FL-2014-0054,2014-05-08,2014-05-08,0,Heavy rains,,"Pune (Malin village, Ambegaon Taluka)",MAHARASHTRA,,,,,144.0,,,,144 people buried under the massive landslide.,Most of the houses of the village were hit by the landslide.,IMD,,2014
UEI-IMD-FL-2014-0055,2014-05-08,2014-06-08,31,Heavy rains,,"Bhandara, Gondia and Ratnagiri",MAHARASHTRA,,,,,3.0,,,,3 persons died.,"Landslides reported in Khed taluka and Poladpur-Mahabaleshwar road. Bhandara, Gondia i) 7 houses completely and 100 houses partially damaged. ii) 33 cattle sheds damaged.",IMD,,2014
UEI-IMD-FL-2014-0056,2014-08-09,2014-09-09,31,Heavy rains,,"Chandrapur, Gadchiroli and Wardha",MAHARASHTRA,,,,,1.0,,,,One woman died due to house collapse.,i) Armori village submerged. ii) Several linking roads cut off.,IMD,,2014
UEI-IMD-FL-2014-0057,2014-09-23,2014-09-30,7,Heavy rain,,Districts of Garo hills,MEGHALAYA,,,,,45.0,,,,About 45 persons died while many of them died in the massive landslides.,"i) Landslides reported. ii) Many villages inundated affecting about 1 lakh people in the district. iii) Many houses washed away. iv)People shifted to safer places. v) NH-51, roads and many bridges damaged and washed away.",IMD,,2014
UEI-IMD-FL-2014-0058,2014-05-27,2014-05-28,1,Heavy rain,,Balangir and Nayapara,ODISHA,,,,,1.0,,,,One person died and other injured.,,IMD,,2014
UEI-IMD-FL-2014-0059,2014-07-19,2014-07-24,5,Heavy rain,,"Balasore, Bhadrak, Bargarh, Jajpur, Kalahandi, Keonjhar, Khurda, Mayurbhanj, Nuapada and Sundergarh",ODISHA,,,,,12.0,,,38.0,i) 12 persons died. ii) 38 livestock perished.,"i) Damage to the crops in 11,000 ha. cropland reported. ii) Baitarani river breached its embankment. iii) Damage to many houses reported. iv)About 10,000 people were evacuated and moved to safer places. v) Gushing waters have washed roads while disrupting public transport in many places.",IMD,,2014
UEI-IMD-FL-2014-0060,2014-07-27,2014-07-30,3,Heavy rain,,"Bargarh, Balangir, Boudh, Kandhamal, Koraput and Nayagarh",ODISHA,,,,,3.0,,,,3 persons died.,i) Extensive damage to the crops reported. ii) Damage to many houses reported.,IMD,,2014
UEI-IMD-FL-2014-0061,2014-03-08,2014-08-16,161,"Flood (Baitrani, Budhaba langa, Subarnarekha and Mahanadi)",,"Most parts of Odisha (worst affected Bhadrak, Cuttack, Jagatsinghpur, Jajpur, Jharsuguda, Kendrapada, Khurda and Puri)",ODISHA,,,,,45.0,,,149.0,i) 45 people died. ii) 149 livestock perished.,"i) Damage to the crops in 3,67,691 ha. area affected. ii) Damage to the 45,953 houses reported. iii)Across 23 districts near about 830 villages marooned. iv)32.9 lakh people affected. v) Thousands of people shifted to safer places.",IMD,,2014
UEI-IMD-FL-2014-0062,2014-05-09,2014-09-09,123,Heavy rain,,"Boudh, Gajapati, Khandhamal, Nayagarh and Subarnapur",ODISHA,,,,,3.0,,,,3 persons died.,,IMD,,2014
UEI-IMD-FL-2014-0063,2014-04-09,2014-10-09,183,Heavy rain,,"Amritsar, Fazilka and Gurdaspur",PUNJAB,,,,,22.0,,,,22 persons died in different incidents of house and roof collapse.,Low lying villages inundated.,IMD,,2014
UEI-IMD-FL-2014-0064,2014-07-29,2014-07-29,0,Heavy rain,,Bhilwara,RAJASTHAN,,,,,1.0,,,,One woman died in Mankadigaon.,,IMD,,2014
UEI-IMD-FL-2014-0065,2014-03-08,2014-03-08,0,Heavy rain,,Hanumangarh,RAJASTHAN,,,,,2.0,,,,2 persons died due to roof collapse in Sotigaon.,,IMD,,2014
UEI-IMD-FL-2014-0066,2014-11-08,2014-11-08,0,Heavy rain,,"Ajmer, Baran, Dausa, Jaipur and Tonk",RAJASTHAN,,,,,19.0,,,,19 persons died due to house collapse and few others swept away.,,IMD,,2014
UEI-IMD-FL-2014-0067,2014-05-09,2014-05-09,0,Heavy rain,,Sri Ganganagar,RAJASTHAN,,,,,2.0,,,,2 persons died.,,IMD,,2014
UEI-IMD-FL-2014-0068,2014-08-03,2014-08-03,0,Heavy rain,,Coimbatore Rural,TAMIL NADU,,,,,1.0,,,,One girl washed away.,,IMD,,2014
UEI-IMD-FL-2014-0069,2014-06-05,2014-08-05,61,Heavy rain,,"Kanniyakumari, Madurai, Nilgiris and Theni",TAMIL NADU,,,,,4.0,3.0,,,Kanniyakumari: One child washed away. Madurai: One girl died and 2 others injured due to wall collapse. Nilgiris: 2 women died and other injured due to tree fell on them.,,IMD,,2014
UEI-IMD-FL-2014-0070,2014-05-21,2014-05-21,0,Heavy rain,,Coimbatore and Krishnagiri,TAMIL NADU,,,,,2.0,,,5000.0,"Coimbatore: 2 persons died due to wall collapse. Krishnagiri : About 5,000 chickens in 2 poultry sheds died.","Krishnagiri: i) About 2,000 plantations and many trees uprooted. ii) Several houses and huts damaged.",IMD,,2014
UEI-IMD-FL-2014-0071,2014-08-22,2014-08-22,0,Heavy rain,,Erode,TAMIL NADU,,,,,2.0,,,,2 persons died.,,IMD,,2014
UEI-IMD-FL-2014-0072,2014-09-23,2014-09-23,0,Heavy rain,,"Dindigul, Erode and Virudhunagar",TAMIL NADU,,,,,2.0,,,,2 persons washed away in Erode and other died in Virudhunagar.,12 houses damaged due to landslide in Kodaikanal.,IMD,,2014
UEI-IMD-FL-2014-0073,2014-06-09,2014-09-09,92,Heavy rain,,"Adilabad, Khammam, Karimnagar and Warangal",TELANGANA,,,,,4.0,,,,4 persons died.,"i) Exrensive damage to crops in 11,777 hectares reported. ii) Damage to about 963 houses reported.",IMD,,2014
UEI-IMD-FL-2014-0074,2014-10-27,2014-10-27,0,Heavy rain,,Nalgonda,TELANGANA,,,,,,,,,,"Damage to the paddy, cotton crops reported.",IMD,,2014
UEI-IMD-FL-2014-0075,2014-06-19,2014-06-25,6,Heavy rain,,Parts of Tripura,TRIPURA,,,,,,,,,,400 families rendered homeless.,IMD,,2014
UEI-IMD-FL-2014-0076,2014-08-14,2014-08-27,13,"Flood (Ghagra, Rapti, Sarayu and Sharda)",,"Most parts of Uttar Pradesh ( the worst affected districts Bahraich, Shravasti, Balrampur, Gonda, Barabanki, Lakhimpur Khiri, Sitapur, Faizabad, Basti, Sant Kabir Nagar, Azamgarh, Muzaffarnagar and Siddharth Nagar).",UTTAR PRADESH,,,,,82.0,,,,82 persons died including 6 persons as a boat carrying 6 persons in Rapti river drowned while 12 swept away in Bahraich district in Ghagra river.,"i) Extensive damage to the sugar cane and other crops reported. ii) More than 3 lakh people in about 1500 villages worst affected. iii)Traffic at NH-28 affected. iv)Damage worth crores rupees with crops, cattle and kachcha houses washed away. v) Many people shifted to safer places.",IMD,,2014
UEI-IMD-FL-2014-0077,2014-07-27,2014-07-27,0,Heavy rain,,Pithoragarh,UTTARAKHAND,,,,,6.0,,,,6 persons died in a landslide in Pangla village.,,IMD,,2014
UEI-IMD-FL-2014-0078,2014-07-31,2014-07-31,0,Heavy rain,,Tehri Garhwal,UTTARAKHAND,,,,,5.0,,,,5 persons died in a landslide in Navthana village.,,IMD,,2014
UEI-IMD-FL-2014-0079,2014-11-08,2014-11-08,0,Heavy rain,,Parts of Uttarakhand,UTTARAKHAND,,,,,5.0,,,,5 persons died.,,IMD,,2014
UEI-IMD-FL-2013-0001,2013-06-14,2013-06-14,0,Heavy rains,,"Adilabad, Karimnagar and Warangal",ANDHRA PRADESH,,,,,,,,,,Damage to 3 houses reported.,IMD,,2013
UEI-IMD-FL-2013-0002,2013-12-07,2013-12-07,0,Heavy rains,,"Adilabad, Karimnagar, Khammam, Hyderabad and Visakhapatnam",ANDHRA PRADESH,,,,,12.0,,,,12 persons died.,i) Trees/poles uprooted. ii) Rail/road/air traffic disrupted. iii) Roads and houses submerged.,IMD,,2013
UEI-IMD-FL-2013-0003,2013-07-16,2013-07-25,9,Heavy rains,,"Adilabad, Khammam , Warangal and West Godavari",ANDHRA PRADESH,,,,,1.0,,,,One person died in Adilabad.,"i) Damage to 3 lakhs acres and 69,000 ha. of crop land reported. ii) About 1.10 lakh tones of coal production submerged. iii) More than 250 houses damaged in Adilabad, East & West Godavari, Khammam and Waranga. iv) About 1,475 houses submerged. v) 3,877 km. roads damaged.",IMD,,2013
UEI-IMD-FL-2013-0004,2013-07-31,2013-07-31,0,Heavy rains,,Adilabad,ANDHRA PRADESH,,,,,2.0,,,,2 persons died.,,IMD,,2013
UEI-IMD-FL-2013-0005,2013-01-08,2013-04-08,90,Heavy rains,,"East Godavari, Khammam, Nalgonda and Warangal",ANDHRA PRADESH,,,,,4.0,,,,4 persons died and other missing.,1 Aug.: 1.5 lakh coal production loss in Adilabad. 3 Aug.: 140 villages submerged in Khammam and East Godavari. 4 Aug.: 68 villages submerged.,IMD,,2013
UEI-IMD-FL-2013-0006,2013-08-16,2013-08-17,1,Heavy rains,,"Khammam, Nalgonda and Prakasam",ANDHRA PRADESH,,,,,2.0,,,,2 persons died.,"i) 85 villages submerged. ii) Damage to crops in 10,000 hectares area in Nalgonda and 2,500 acres crops in Prakasam reported.",IMD,,2013
UEI-IMD-FL-2013-0007,2013-09-13,2013-09-13,0,Heavy rains,,Guntur and Kadapa,ANDHRA PRADESH,,,,,2.0,,,,2 persons died.,i) Damage to 350 houses reported. ii) 2580 acres of crops damaged. iii) 4500 acres paddy crops damaged in Guntur.,IMD,,2013
